Foold_Quality_ID,week,Food_Serving_ID,Food_type_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,Family Count,Food_Outlet_Perference,Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating
1000625,104,88,1885,95.06,116.4,1,1,662,186, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000626,134,23,1198,340.53,339.53,0,0,13,187, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000627,77,26,2640,281.33,282.33,0,1,108,188, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000628,18,42,1558,640.23,640.23,0,0,13,189, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000629,87,101,1445,670.33,668.33,0,0,41,190, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000630,1,61,2704,242.5,275.51,0,0,107,191, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000631,17,137,1971,324.04,322.04,0,0,122,192, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000632,88,50,1230,322.1,322.1,0,0,123,193, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000633,73,91,2704,244.5,291.03,0,0,14,194, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000634,14,157,1754,252.23,253.23,0,0,350,195, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000636,92,27,2826,299.76,298.76,0,0,364,196, Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000637,130,161,1207,302.67,368.63,0,0,41,197, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000639,80,137,1885,144.56,145.53,0,1,1634,198, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000640,44,75,1993,122.28,120.28,0,0,568,199, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000641,46,72,2707,228.98,227.98,0,0,379,200, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000643,81,110,2126,514.13,514.13,0,0,80,201, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000644,85,92,1248,94.15,149.38,1,1,310,202, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000645,107,101,2490,281.36,279.36,0,0,285,203, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000646,129,23,1248,157.17,156.17,0,0,26,204, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000647,71,106,2539,122.25,122.25,0,0,54,205, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000648,91,59,2444,437.53,669.33,1,1,256,206, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000650,92,143,2490,243.5,242.5,0,0,161,207, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000651,42,139,2490,243.5,243.5,1,1,918,208, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000652,8,53,2704,292.03,292.03,0,1,107,209, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000653,122,129,1727,447.23,445.23,0,0,177,210, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000654,135,104,1754,300.73,299.73,0,0,701,211, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000655,121,30,2707,237.65,239.65,0,0,744,212, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000656,114,83,2490,292.03,290.03,0,0,163,213, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000657,42,66,2707,219.22,219.22,0,0,270,214, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000658,66,143,1885,123.25,122.25,0,0,148,215, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000659,94,67,1311,195.94,196.94,0,0,177,216, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000660,128,104,2867,688.73,688.73,0,0,55,217, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000661,93,143,2139,291.03,290.03,0,0,42,218, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000663,12,113,1993,115.49,115.49,0,0,338,219, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000664,94,17,2581,679.03,680.03,0,0,94,220, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000665,35,152,2290,298.76,300.76,0,0,796,221, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000667,27,20,2290,309.43,311.43,0,0,162,222, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000668,91,17,1727,340.53,445.23,0,0,351,223, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000669,77,14,2290,309.49,309.49,0,0,188,224, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000670,48,77,1558,640.23,641.23,0,0,41,225, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000671,110,145,1207,309.43,310.43,0,0,310,226, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000672,43,57,1778,179.51,178.51,0,0,202,227, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000673,34,77,1207,321.07,322.07,0,0,202,228, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000674,2,14,1216,456.93,456.93,0,0,14,229, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000675,40,58,2139,298.82,297.82,0,0,14,230, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000676,112,51,1885,148.44,149.44,0,0,513,231, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000677,72,186,2290,240.59,239.59,0,0,528,232, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000678,145,102,1109,276.48,277.48,0,0,109,233, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000679,119,68,1525,292.03,291.03,0,0,94,234, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000680,26,162,1247,485.03,486.03,0,0,15,235, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000681,16,67,1962,610.13,610.13,0,0,204,236, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000682,119,97,2640,281.33,281.33,0,0,270,237, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000683,143,43,1230,383.18,382.18,0,0,242,238, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000684,49,161,1727,403.55,404.55,0,0,202,239, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000686,11,39,1543,505.43,504.43,0,0,40,240, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000687,9,106,2707,221.16,221.16,0,0,271,241, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000688,111,32,1878,281.33,280.33,0,0,68,242, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000689,105,66,1878,281.33,282.33,0,0,365,243, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000690,133,101,2760,242.53,242.53,0,0,27,244, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000691,68,14,2704,290.03,290.03,0,0,55,245, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000692,83,57,2539,118.34,118.34,0,0,54,246, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000693,122,27,1311,271.63,272.63,0,0,69,247, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000694,7,52,1198,198.88,197.88,0,0,284,248, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000695,61,139,2707,222.13,222.13,0,0,95,249, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000696,65,88,2867,484.03,631.53,1,0,54,250, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000697,55,64,1207,315.28,314.28,0,0,94,251, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000699,114,76,2306,243.5,359.93,1,1,81,252, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000700,26,89,2490,254.2,253.2,0,0,204,253, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000701,119,162,1062,183.33,183.33,0,0,96,254, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000702,106,124,2569,304.64,304.64,0,0,393,255, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000703,56,106,1727,402.55,403.55,0,0,148,256, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000704,76,42,2956,631.53,631.53,0,0,40,257, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000705,30,27,1803,162.05,189.18,0,0,270,258, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
1000706,102,80,1109,298.82,298.82,0,0,338,259, Bakery items (snacks),Agree,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Strongly,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes
